"Motivo del rechazo";"Campaña";"Fecha de presupuesto";"Nº documento";"Tercero";"Descripción";"Imp. total líneas";"Importe total";"Proyecto";"Estado doc.";"Coste Materiales Previstos";"Horas Previstas";"Creado por"
"";"";"13-03-2025";"PT/25485";"ORANGE ESPAÑA VIRTUAL S.L.U.";"57735 INFORMATICADRI, ALBUÑOL, GRANADA  .... PLACA PEPEHONE (ROBADA DE LA FACHADA) + ELEMENTOS YA ENTREGADOS, PERO PARA CONTEO";0,00;0,00;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"";"13-03-2025";"PT/25484";"COCONUT TIME EXPERIENCES, S.L.";"ESCAPARATES ILUMA ABRIL NACIONAL";49734,76;60179,06;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"12-06-2025";"PT/25483";"NORTH SAILS";"EXPOSITORES POP UP NORTH SAILS ECI SEP 2025";5410,00;6546,10;"";"Cerrado - Pedido creado";1500;12;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"12-03-2025";"PT/25482";"SAFILO SPAIN S.L.";"POLAROID MMO 2025";17050,00;20630,50;"";"Cerrado - Rechazado";3704;135;"ADALBERTO"
"DUPLICADO";"";"11-03-2025";"PT/25481";"COCONUT TIME EXPERIENCES, S.L.";"CAJAS FUERTES ILUMA IQOS CON CERROJO";29286,17;35436,27;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"DUPLICADO";"";"11-03-2025";"PT/25480";"COCONUT TIME EXPERIENCES, S.L.";"CAJAS FUERTES ILUMA IQOS CERRADURA SIMULADA";32219,91;38986,09;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"11-03-2025";"PT/25479";"COCONUT TIME EXPERIENCES, S.L.";"CAJAS FUERTES ILUMA IQOS CERRADURA MAGNETICA";35065,29;42429,00;"250112 - COCONUT - IQOS LANZAMIENTO ILUMA NACIONAL";"Cerrado - Pedido creado";12360;30;"AURELIO PULIDO"
"DUPLICADO";"";"11-03-2025";"PT/25478";"COCONUT TIME EXPERIENCES, S.L.";"CAJAS FUERTES ILUMA IQOS";37143,12;44943,18;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"11-03-2025";"PT/25477";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO ELEMENTOS WEB - 223, 241, 242, 243";234,72;284,01;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";10;1;"PILAR GOMEZ"
"SIN RESPUESTA DE CLIENTE";"";"11-03-2025";"PT/25476";"CINCOASES PROYECTO, S.L.";"LOCAL CARDAMOMO CALLE SAN GINES";19562,87;23671,07;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"SIN RESPUESTA DE CLIENTE";"";"11-03-2025";"PT/25475";"CINCOASES PROYECTO, S.L.";"LOCAL CARDAMOMO CALLE VICTORIA";19431,14;23511,68;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"10-03-2025";"PT/25474";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"LANCOME WOZERE PLAZA ZEROLO 2025";339516,00;410081,96;"";"Cerrado - Pedido creado";122000;2500;"ADALBERTO"
"FUERA DE PLAZO";"";"10-03-2025";"PT/25473";"HAIKE MARKETING SL";"EXPOSITOR";10154,00;12286,34;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"07-03-2025";"PT/25472";"MOTORTOWN";"CATA CUBIERTA GOYA 118";680,00;822,80;"";"Cerrado - Pedido creado";185;0;"AURELIO PULIDO"
"";"";"07-03-2025";"PT/25471";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO ELEMENTOS WEB - 195-239";352,08;426,02;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";10;1;"MARIA ANTON DUARTE"
"";"";"07-03-2025";"PT/25470";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO ELEMENTOS MOBILSUR";625,92;757,36;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";10;1;"MARIA ANTON DUARTE"
"SIN RESPUESTA DE CLIENTE";"";"06-03-2025";"PT/25469";"TALHO ARGENTINO, S.L.";"VINILO Y LETRAS CORPOREAS";964,28;1166,78;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"06-03-2025";"PT/25468";"COCONUT TIME EXPERIENCES, S.L.";"LANZAMIENTO ILUMA ABRIL NACIONAL - MESAS";26717,74;32328,47;"250112 - COCONUT - IQOS LANZAMIENTO ILUMA NACIONAL";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"06-03-2025";"PT/25466";"ORANGE ESPAÑA VIRTUAL S.L.U.";"NO PROBLEM, VALLS, TARRAGONA.- ENVÍO ELEMENTOS - 7 BULTOS";273,84;331,35;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";10;1;"PILAR GOMEZ"
"";"";"06-03-2025";"PT/25464";"ORANGE ESPAÑA VIRTUAL S.L.U.";"56672 / MI330111 - NAVISER TELECOMUNICACIONES, AVILES, ASTURIAS ....  A MEDIDA";2181,93;2640,14;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"04-03-2025";"PT/25463";"ZEL21 AGENCY SL (NO UTILIZAR)";"CAJA DE LUZ";5029,92;6086,20;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"SIN RESPUESTA DE CLIENTE";"";"04-03-2025";"PT/25462";"IMPULSA EVENTOS E INSTALACIONES S.A.";"IMANTADOS MOVISTAR ARENA";514,00;621,94;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"04-03-2025";"PT/25461";"CHEIL SPAIN S.L.";"MX - ACTIVACIÓN MWC_Compra S25 Ultra";1751,88;2119,77;"250065/74/91 - CHEIL - PITCH MWC BARCELONA";"Cerrado - Pedido creado";1459,9;0;"AURELIO PULIDO"
"";"";"03-03-2025";"PT/25460";"PADCELONA, S.L.";"STAND FOA";127,21;153,92;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"03-03-2025";"PT/25459";"ACTIMUNDI";"CORPOREO BOLSO TOUS GIGANTE";119281,43;144330,53;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"DUPLICADO";"";"03-03-2025";"PT/25458";"COCONUT TIME EXPERIENCES, S.L.";"LANZAMIENTO ILUMA ABRIL NACIONAL - MESAS";29773,00;36025,33;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"14-01-2025";"PT/25457";"ESMA EVENTS S.L.";"FURGONETA IFEMA ENERO 2025";472,18;571,34;"250052 - ESMA - FURGONETA IFEMA FEBRERO";"Cerrado - Pedido creado";25;4;"BELEN ESPEJO"
"";"";"28-02-2025";"PT/25456";"SUAREZ";"MUESTRA ELIPSE COLLECTION";0,00;0,00;"250195 - SUAREZ - ELIPSE COLLECTION 2025";"Cerrado - Pedido creado";1;1;"MARIA"
"";"";"28-02-2025";"PT/25455";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ID 54324 / MI360114 - HOLA MOBI, A ESTRADA, PONTEVEDRA  ....  A MEDIDA";8928,49;10803,47;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"28-02-2025";"PT/25453";"IMPULSA EVENTOS E INSTALACIONES S.A.";"ROTULO EXTERIOR FELIPE II";32353,09;39147,24;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"27-02-2025";"PT/25452";"COCONUT TIME EXPERIENCES, S.L.";"VINILADO TOTEM IQOS SAN JORDI";0,00;0,00;"";"Cerrado - Rechazado";1180;20;"AURELIO PULIDO"
"";"";"27-02-2025";"PT/25451";"COCONUT TIME EXPERIENCES, S.L.";"DESMONTAJE ELEMENTOS IQOS SERRANO";250,00;302,50;"240592 - COCONUT - ESCAPARATE IQOS ENERO";"Cerrado - Pedido creado";0;9;"AURELIO PULIDO"
"";"";"27-02-2025";"PT/25450";"BURBERRY SPAIN RETAIL";"GRAPHIC SUMMER 25 KIDS BARCELONA MARZO";1033,63;1250,69;"";"Cerrado - Pedido creado";780;6;"MARIA ANTON DUARTE"
"";"";"27-02-2025";"PT/25449";"SUAREZ";"ÁRBOL DE NAVIDAD INSTALACIÓN BASE";670,00;810,70;"250095 - SUAREZ - ÁRBOL DE NAVIDAD INSTALACIÓN BASE";"Cerrado - Pedido creado";1;4;"MARIA"
"SIN RESPUESTA DE CLIENTE";"";"26-02-2025";"PT/25448";"CINCOASES PROYECTO, S.L.";"LOCAL CARDAMOMO CALLE ESPOZ Y MINA";24258,29;29352,53;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"26-02-2025";"PT/25447";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO INICIAL KITS";5401,20;6535,45;"";"Cerrado - Pedido creado";1;1;"MARIA ANTON DUARTE"
"";"";"25-02-2025";"PT/25446";"ORANGE ESPAÑA VIRTUAL S.L.U.";"57735 INFORMATICADRI, ALBUÑOL, GRANADA  .... REVISITA";429,60;519,82;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"25-02-2025";"PT/25445";"CHEIL SPAIN S.L.";"AMPLIACION PITCH MWC BARCELONA";261,63;316,57;"250065/74/91 - CHEIL - PITCH MWC BARCELONA";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"25-02-2025";"PT/25444";"NORTH SAILS";"RACKS ECI NUEVO CENTRO";4490,25;5433,20;"";"Bajo evaluación";600;35;"LAURA MUÑOZ"
"";"";"06-03-2025";"PT/25443";"ORANGE ESPAÑA VIRTUAL S.L.U.";"55845 SIM FIX, QUINTANAR DE LA ORDEN, TOLEDO  .... A MEDIDA";1670,89;2021,78;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"";"06-02-2025";"PT/25442";"REVOLERA VIRTUAL, S.L. ";"ENVIO INICIAL KITS";1890,42;2287,41;"";"Cerrado - Rechazado";1;1;"MARIA ANTON DUARTE"
"";"";"24-02-2025";"PT/25440";"SUAREZ";"SUAREZ PREMIOS TROFEOS";600,00;726,00;"250090 - SUAREZ - PREMIOS TROFEOS";"Cerrado - Pedido creado";1;1;"MARIA"
"DUPLICADO";"";"21-02-2025";"PT/25439";"CALVIN KLEIN EUROPE";"CORNERS ECI UNDERWEAR WOMAN";21256,38;21256,38;"250094 - CALVIN KLEIN - CORNERS ECIS UNDERWEAR";"Cerrado - Rechazado";4850;62;"LAURA MUÑOZ"
"SIN RESPUESTA DE CLIENTE";"";"20-02-2025";"PT/25438";"CINCOASES PROYECTO, S.L.";"LOCAL CARDAMOMO CALLE CIUDAD RODRIGO";17545,02;21229,47;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"DUPLICADO";"";"20-02-2025";"PT/25437";"COCONUT TIME EXPERIENCES, S.L.";"LANZAMIENTO ILUMA ABRIL NACIONAL";141092,34;170721,73;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"20-02-2025";"PT/25436";"ORANGE ESPAÑA VIRTUAL S.L.U.";"54232 MY PHONE, ALZIRA, VALENCIA ....  COMPLETO";1974,38;2389,00;"";"Cerrado - Rechazado";1;1;"PILAR GOMEZ"
"";"";"20-02-2025";"PT/25435";"ORANGE ESPAÑA VIRTUAL S.L.U.";"53641 MY PHONE CARCAIXENT, CARCAIXENT, VALENCIA .... COMPLETO";1762,01;2132,03;"";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"20-02-2025";"PT/25434";"SERINT GRUPO HMY";"ROTULOS KIDS AND US TRES CANTOS ";9088,80;10997,45;"";"Cerrado - Rechazado";2000;50;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"20-02-2025";"PT/25433";"ACTIMUNDI";"CONTENEDOR RABANNE";26238,09;31748,09;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"19-02-2025";"PT/25432";"COAM";"TELA ZAGUAN GENERAL";221,79;268,37;"250025 -  TELA ZAGUAN 2025";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"19-02-2025";"PT/25431";"ERICH BRODHEIM";"REPAIR LIGHTBOX - WINDOWS PORTO";1648,12;1925,32;"";"Cerrado - Pedido creado";185;0;"MARIA ANTON DUARTE"
"SIN RESPUESTA DE CLIENTE";"";"19-02-2025";"PT/25430";"SERINT GRUPO HMY";"REPARACION ARCO VODAFONE JEREZ CC PUERTA EUROPA";6846,50;8284,27;"";"Cerrado - Rechazado";850;15;"ADALBERTO"
"";"";"18-02-2025";"PT/25429";"COCONUT TIME EXPERIENCES, S.L.";"FERRICO IMPRESO BARCELONA";226,64;274,23;"250055/83 - COCOTIME - FERRICO OVALADO NESPRESSO";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"17-02-2025";"PT/25428";"STELLA MCCARTNEY SPAIN";"BACKLIGHT UV PRINTED MADRID BOUTIQUE'S LIGHTBOX JAN 25";270,20;326,94;"";"Cerrado - Pedido creado";15;4;"ADALBERTO"
"";"CLIENTE RECURRENTE";"17-02-2025";"PT/25427";"NORTH SAILS";"TPV ECI JAEN";6269,96;7586,65;"";"Bajo evaluación";1285;49;"LAURA MUÑOZ"
"";"";"14-02-2025";"PT/25426";"CHEIL SPAIN S.L.";"ENTREGA MATERIAL CBL";840,00;1016,40;"250065/74/91 - CHEIL - PITCH MWC BARCELONA";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"14-02-2025";"PT/25425";"CHEIL SPAIN S.L.";"PITCH MWC MURCIA";2280,00;2758,80;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"14-02-2025";"PT/25424";"AVGVST JEWELRY GMBH";"GREY WOOD TRAYS YELLOW VELVET ";700,00;700,00;"";"Cerrado - Pedido creado";105;12;"ADALBERTO"
"";"";"13-02-2025";"PT/25423";"ESMA EVENTS S.L.";"AMPLIACION DESFILE PEDRO DEL HIERRO";964,95;1167,59;"250070/76 - ESMA - DESFILE PEDRO DEL HIERRO";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"15-01-2025";"PT/25422";"MOTORTOWN";"ECI EL BERCIAL ";182,42;220,73;"";"Cerrado - Pedido creado";0;2;"MARIA"
"";"";"13-02-2025";"PT/25421";"ORANGE ESPAÑA VIRTUAL S.L.U.";"15297 TIENDA TELEFONÍA LOLA, HUESCAR, GRANADA  .... COMPLETO";1886,66;2282,86;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"13-02-2025";"PT/25420";"ORANGE ESPAÑA VIRTUAL S.L.U.";"1827 ZBITT, ARROYO DE LA LUZ, CÁCERES  .... COMPLETO";2127,79;2574,63;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"13-02-2025";"PT/25419";"IPMARK";"PHOTOCALL HOT FEBRERO";0,00;0,00;"240313 - IPMARK - EVENTOS 2024";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"13-02-2025";"PT/25418";"MARKETING DIRECTO";"FOA FEBRERO 2025";0,00;0,00;"250003 - IPMARK - EVENTOS 2025";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"13-02-2025";"PT/25417";"HERMES IBERICA";"DESMONTAJE Y MONTAJES DE ESCAPARTAES MIREIA LUZARRAGA ORTEGA, MARBELLA Y LISBOA";21670,00;26220,70;"250075 - HERMES - ESCAPARATES MIREIA LUZARRAGA MARZO 25";"Cerrado - Pedido creado";1500;250;"ADALBERTO"
"";"";"12-02-2025";"PT/25416";"CHEIL SPAIN S.L.";"PITCH MWC PLAZA CATALUÑA";9729,54;11772,74;"250065/74/91 - CHEIL - PITCH MWC BARCELONA";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"12-02-2025";"PT/25415";"HERMES IBERICA";"MOQUETA BARCELONA HERMES TRUNK SHOW 2025";1104,00;1335,84;"";"Cerrado - Pedido creado";690;1;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"12-02-2025";"PT/25414";"MIREIA LUZARRAGA ALVAREZ";"PRODUCCION TRASERAS Y SUELO ESCAPARATES HERMES MIREIA LUZARRAGA ";19501,60;23596,94;"";"Cerrado - Rechazado";1000;150;"ADALBERTO"
"";"";"12-02-2025";"PT/25413";"SERINT GRUPO HMY";"REPARACION ARCO VODAFONE ROSES GIRONA";2840,00;3436,40;"";"Cerrado - Pedido creado";4;970;"ADALBERTO"
"";"";"07-02-2025";"PT/25412";"ORANGE ESPAÑA VIRTUAL S.L.U.";"57397 BLABATEL, SARON, CANTABRIA  .... COMPLETO";2233,23;2702,21;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"11-02-2025";"PT/25410";"INSTORE 360 LTD";"ROTULACIÓN OFICINAS UK";894,10;894,10;"250064 - INSTORE UK - ROTULACION OFICINAS";"Cerrado - Pedido creado";690;8;"LAURA MUÑOZ"
"";"";"10-02-2025";"PT/25409";"COCONUT TIME EXPERIENCES, S.L.";"GLORIFICADOR TIENDA";15572,20;18842,36;"240565/73 - COCONUT - GLORIFICADOR ";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"10-02-2025";"PT/25408";"ESMA EVENTS S.L.";"DESFILE JAVIER SIMORRA";9015,71;10909,01;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"10-02-2025";"PT/25407";"LOUIS VUITTON";"REMOVAL MURAKAMI VINYLS";225,00;272,25;"";"Cerrado - Pedido creado";1;68;"ADALBERTO"
"";"";"07-02-2025";"PT/25406";"ACTIMUNDI";"ALQUILER MENSUAL ESPACIO MATERIAL CLIENTE TOUS";980,00;1185,80;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"07-02-2025";"PT/25405";"ESMA EVENTS S.L.";"DESFILE PEDRO DEL HIERRO";1860,00;2250,60;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"11-02-2025";"PT/25404";"ORANGE ESPAÑA VIRTUAL S.L.U.";"56276 LIZKER INFORMATIKA, OÑATI, GUIPÚZCOA  .... COMPLETO";1875,09;2268,86;"25ORANGE - ORANGE - SIMYO 2025";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"06-02-2025";"PT/25403";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO INICIAL KITS";1890,42;2287,41;"";"Cerrado - Pedido creado";1;1;"MARIA ANTON DUARTE"
"";"";"06-02-2025";"PT/25402";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO INICIAL KITS";4681,04;5664,06;"";"Cerrado - Pedido creado";1;1;"MARIA ANTON DUARTE"
"";"";"06-02-2025";"PT/25401";"ORANGE ESPAÑA VIRTUAL S.L.U.";"ENVIO INICIAL KITS";5401,20;6535,45;"";"Cerrado - Pedido creado";1;1;"MARIA ANTON DUARTE"
"";"";"05-02-2025";"PT/25400";"BURBERRY SPAIN RETAIL";"IABW CAMPAIGN - WINDOWS BARCELONA FEBRERO";5014,81;6067,92;"240182 - BURBERRY - GRAFICA BARCELONA MARZO";"Cerrado - Pedido creado";780;6;"MARIA ANTON DUARTE"
"";"";"05-02-2025";"PT/25399";"GIORGIO ARMANI RETAIL SUCURSAL";"COMERCIAL PLAZA RIO 2";453,60;548,86;"";"Cerrado - Pedido creado";1;8;"ADALBERTO"
"";"";"05-02-2025";"PT/25398";"ERICH BRODHEIM";"IABW CAMPAIGN - WINDOWS PORTO FEBRUARY";2073,31;2350,51;"240182 - BURBERRY - GRAFICA BARCELONA MARZO";"Cerrado - Pedido creado";185;0;"MARIA ANTON DUARTE"
"";"";"05-02-2025";"PT/25397";"ERICH BRODHEIM";"IABW CAMPAIGN - LISBON WINDOWS FEBRUARY";1528,72;1799,62;"";"Cerrado - Pedido creado";330;0;"MARIA ANTON DUARTE"
"TIENEN OTRA OFERTA MEJOR";"";"04-02-2025";"PT/25396";"ACTIMUNDI";"MISAKO CC LOURE SHOPPING";2026,47;2452,03;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"04-02-2025";"PT/25395";"COCONUT TIME EXPERIENCES, S.L.";"FERRICO IMPRESO CC GRAN PLAZA";226,64;274,23;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"NO TIENEN PRESUPUESTO";"";"04-02-2025";"PT/25394";"IMPULSA EVENTOS E INSTALACIONES S.A.";"MARCOS PANTALLAS MOVISTAR ARENA";3857,28;4667,31;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"04-02-2025";"PT/25393";"MOTORTOWN";"CARTEL AURGI VALLECAS/SAN FERNANDO";472,68;571,94;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"04-02-2025";"PT/25392";"EDITORIAL PLANETA DE AGOSTINI, S.A.U.";"DISEÑO SHOWROOM OFICINAS";5160,00;6243,60;"250097 - AGOSTINI - SHOWROOM OFICINAS";"Cerrado - Pedido creado";1;85;"LAURA MUÑOZ"
"NO TIENEN PRESUPUESTO";"";"04-02-2025";"PT/25391";"VOLKSWAGEN GROUP ESPAÑA DISTRIBUCION, S.A";"DECORACION ZONA DE ENTREGA";1948,05;2357,14;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"03-02-2025";"PT/25390";"COLEGIO SAN GABRIEL";"CARTEL PUERTAS ABIERTAS 2025";756,04;914,81;"";"Cerrado - Pedido creado";118;2;"AURELIO PULIDO"
"";"";"03-02-2025";"PT/25389";"QUIERO LA DATA, S.L.";"MESA DJ AMBIENTACION JD ITALIA";1360,34;1646,01;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"03-02-2025";"PT/25388";"QUIERO LA DATA, S.L.";"PODIUMS JD";516,55;625,03;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"03-02-2025";"PT/25387";"LOUIS VUITTON";"W2 FACE TOOLS";27691,00;33506,11;"240566 - LOUIS VUITTON - W1 RED PROJECT WOMEN + TRUNKS MEN";"Cerrado - Pedido creado";2500;350;"ADALBERTO"
"";"";"31-01-2025";"PT/25386";"ORANGE ESPAÑA VIRTUAL S.L.U.";"46643 FIBER PHONE, ALBAL, VALENCIA  .... COMPLETO";1705,97;2064,22;"24ORANGE - ORANGE - SIMYO 2024";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"";"";"29-01-2025";"PT/25385";"ORANGE ESPAÑA VIRTUAL S.L.U.";"36740 RIOSOFT, PILAS, SEVILLA  .... COMPLETO";2595,58;3140,65;"24ORANGE - ORANGE - SIMYO 2024";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"DUPLICADO";"";"30-01-2025";"PT/25384";"CHEIL SPAIN S.L.";"PITCH MWC PLAZA CATALUÑA";10454,83;12650,34;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"30-01-2025";"PT/25383";"CHEIL SPAIN S.L.";"PITCH MWC BARCELONA";22862,08;27663,12;"250065/74/91 - CHEIL - PITCH MWC BARCELONA";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"30-01-2025";"PT/25382";"ESMA EVENTS S.L.";"DESFILE LOLA CASADEMONT ";2596,44;3141,69;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"30-01-2025";"PT/25381";"ESMA EVENTS S.L.";"DESFILE ISABEL SANCHIS";2103,72;2545,50;"250069 - ESMA - DESFILE ISABEL SANCHIS";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"30-01-2025";"PT/25380";"SAFILO SPAIN S.L.";"CAMBIOS MOSTRADOR SANCHINARRO";0,00;0,00;"";"Cerrado - Pedido creado";150;10;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"29-01-2025";"PT/25379";"ACTIMUNDI";"ROTULOS BONAREA IFEMA";4031,38;4877,97;"";"Cerrado - Rechazado";3800;16;"AURELIO PULIDO"
"";"CLIENTE RECURRENTE";"29-01-2025";"PT/25378";"NORTH SAILS";"EXTRA ADAPTACION NORMATIVA TIENDA SALESAS";19674,43;23806,06;"";"Bajo evaluación";7000;100;"LAURA MUÑOZ"
"";"";"29-01-2025";"PT/25377";"NORTH SAILS";"EXTRAS MONTAJE TIENDA PLAZA SALESAS";3273,05;3833,01;"240536 - NORTH SAILS - PLAZA SALESAS";"Cerrado - Pedido creado";20;980;"LAURA MUÑOZ"
"";"";"31-01-2025";"PT/25376";"ORANGE ESPAÑA VIRTUAL S.L.U.";"57735 INFORMATICADRI, ALBUÑOL, GRANADA  .... COMPLETO";2313,34;2799,14;"24ORANGE - ORANGE - SIMYO 2024";"Cerrado - Pedido creado";1;1;"PILAR GOMEZ"
"TIENEN OTRA OFERTA MEJOR";"";"28-01-2025";"PT/25375";"LAST LAP S.L.";"CAJA DE LUZ";1726,22;2088,73;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"27-01-2025";"PT/25374";"COCONUT TIME EXPERIENCES, S.L.";"IQOS FALLAS VALENCIA";12712,10;15381,64;"250072 - COCONUT - IQOS FALLAS VALENCIA";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"27-01-2025";"PT/25373";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"CAPSULA  YSL PINTALABIOS CALLAO EXTERIOR LACADO";152046,00;183975,66;"";"Cerrado - Rechazado";33600;1264;"ADALBERTO"
"TIENEN OTRA OFERTA MEJOR";"";"27-01-2025";"PT/25372";"WOZERE IMAGEN Y COMUNICACIÓN S.L";"CAPSULA  YSL PINTALABIOS CALLAO EXTERIOR ESPEJO";157595,00;190689,95;"";"Cerrado - Rechazado";33600;1264;"ADALBERTO"
"";"";"27-01-2025";"PT/25371";"QUIERO LA DATA, S.L.";"MESA DJ AMBIENTACION JD";1360,34;1646,01;"";"Cerrado - Pedido creado";1;1;"AURELIO PULIDO"
"";"";"27-01-2025";"PT/25370";"QUIERO LA DATA, S.L.";"MESA DJ ";1039,21;1257,44;"";"Cerrado - Pedido creado";130;6;"AURELIO PULIDO"
"";"";"24-01-2025";"PT/25369";"ACTIMUNDI";"RULETA PARED";1236,09;1495,67;"250062 - ACTIMUNDI - RULETA PARED";"Cerrado - Pedido creado";617;1;"AURELIO PULIDO"
"TIENEN OTRA OFERTA MEJOR";"";"24-01-2025";"PT/25368";"ESMA PROYECTOS";"PANELADO FUNDCRAFT";4589,92;5553,80;"";"Cerrado - Rechazado";1;1;"AURELIO PULIDO"
"";"";"24-01-2025";"PT/25367";"CHEIL SPAIN S.L.";"TOTEM PARADIGMA EUSKATEL";648,93;785,21;"240582 - CHEIL - TOTEM EUSKATEL";"Cerrado - Pedido creado";238;8;"AURELIO PULIDO"
"";"";"24-01-2025";"PT/25366";"LAST LAP S.L.";"BASE MAS METACRILATO";801,86;970,25;"250036 - LAST LAP - SOPORTE ";"Cerrado - Pedido creado";220;6;"AURELIO PULIDO"
